feature_index,block_type,meta,meaning
338,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__magmom
339,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_0
340,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_1
341,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_2
342,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_3
343,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_4
344,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_5
345,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_6
346,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_7
347,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_8
348,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_9
349,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_10
350,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_11
351,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_12
352,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_13
353,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_14
354,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_15
355,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_16
356,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_17
357,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_18
358,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_19
359,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_20
360,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_21
361,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_22
362,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_23
363,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_24
364,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_25
365,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_26
366,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_27
367,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_28
368,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_29
369,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_30
370,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__OFM_component_31
371,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__atomic_mass_norm
372,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__atomic_number_norm
373,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__atomic_radius_norm
374,species_block,"{'type': 'species_block', 'species': 'B'}",B__std__electron_affinity_norm
375,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__count
376,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__magmom
377,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_0
378,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_1
379,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_2
380,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_3
381,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_4
382,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_5
383,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_6
384,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_7
385,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_8
386,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_9
387,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_10
388,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_11
389,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_12
390,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_13
391,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_14
392,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_15
393,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_16
394,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_17
395,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_18
396,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_19
397,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_20
398,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_21
399,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_22
400,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_23
401,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_24
402,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_25
403,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_26
404,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_27
405,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_28
406,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_29
407,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_30
408,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__OFM_component_31
409,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__atomic_mass_norm
410,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__atomic_number_norm
411,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__atomic_radius_norm
412,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__mean__electron_affinity_norm
413,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__magmom
414,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_0
415,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_1
416,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_2
417,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_3
418,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_4
419,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_5
420,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_6
421,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_7
422,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_8
423,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_9
424,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_10
425,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_11
426,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_12
427,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_13
428,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_14
429,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_15
430,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_16
431,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_17
432,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_18
433,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_19
434,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_20
435,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_21
436,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_22
437,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_23
438,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_24
439,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_25
440,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_26
441,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_27
442,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_28
443,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_29
444,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_30
445,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__OFM_component_31
446,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__atomic_mass_norm
447,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__atomic_number_norm
448,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__atomic_radius_norm
449,species_block,"{'type': 'species_block', 'species': 'Ba'}",Ba__std__electron_affinity_norm
450,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__count
451,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__magmom
452,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_0
453,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_1
454,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_2
455,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_3
456,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_4
457,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_5
458,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_6
459,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_7
460,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_8
461,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_9
462,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_10
463,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_11
464,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_12
465,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_13
466,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_14
467,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_15
468,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_16
469,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_17
470,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_18
471,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_19
472,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_20
473,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_21
474,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_22
475,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_23
476,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_24
477,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_25
478,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_26
479,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_27
480,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_28
481,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_29
482,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_30
483,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__OFM_component_31
484,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__atomic_mass_norm
485,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__atomic_number_norm
486,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__atomic_radius_norm
487,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__mean__electron_affinity_norm
488,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__magmom
489,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_0
490,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_1
491,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_2
492,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_3
493,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_4
494,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_5
495,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_6
496,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_7
497,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_8
498,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_9
499,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_10
500,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_11
501,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_12
502,species_block,"{'type': 'species_block', 'species': 'Be'}",Be__std__OFM_component_13
